,X,Y,MEASUREMEN,TARGET DEP,SCORE,COS
190,6.04453912735137,46.1433043370029,Gravimetry,3000,5,2
191,6.04581006007909,46.1442197504775,Seismic 2D,4000,15,33
192,6.04583306596096,46.1433203355141,Gravimetry,3000,5,34
193,6.04702720099405,46.1442557781175,Seismic 2D,4000,15,45
194,6.04689103769768,46.143363156652,Seismic 2D,4000,15,16
195,6.04560297318361,46.1523144873571,Gravimetry,3000,5,38
196,6.04562598585772,46.1514150719545,Gravimetry,3000,5,40
197,6.04564899777696,46.1505156565999,Gravimetry,3000,5,19
198,6.04567200894139,46.1496162412934,Gravimetry,3000,5,27
199,6.04689712605594,46.1523304736393,Gravimetry,3000,5,16
200,6.04692011737607,46.1514310579753,Gravimetry,3000,5,24
201,6.04694310794204,46.1505316423593,Gravimetry,3000,5,-5
202,6.04696609775389,46.1496322267914,Gravimetry,3000,5,-10
203,6.04819127968247,46.152346445076,Gravimetry,3000,5,25
204,6.04821424964859,46.1514470291508,Gravimetry,3000,1,-5
205,6.04823721886124,46.1505476132736,Gravimetry,3000,5,-8
206,6.04826018732047,46.1496481974444,Gravimetry,3000,5,34
207,6.04948543406251,46.1523624016671,Seismic 2D,500,20,50
208,6.04950838267457,46.151462985481,Gravimetry,3000,1,20
209,6.04953133053386,46.1505635693427,Seismic 2D,500,20,41
210,6.04955427764043,46.1496641532526,Seismic 2D,500,20,41
211,6.04569501935103,46.1487168260353,Gravimetry,3000,5,-2
212,6.04698908681166,46.1487328112717,Gravimetry,3000,5,-8
213,6.04828315502633,46.1487487816636,Seismic 2D,500,20,57
214,6.04829619090634,46.14785562594,Seismic 2D,500,20,49
215,6.04946909504118,46.1488164527103,Seismic 2D,500,20,9
216,6.04916110438671,46.1480778282956,Gravimetry,3000,1,8
217,6.04809734203719,46.1469874566194,Gravimetry,3000,5,7
218,6.04794802076587,46.1460957315558,Seismic 2D,500,20,38
219,6.04782859228092,46.1452961050508,Seismic 2D,500,20,17
220,6.04937067970925,46.1568594833093,Gravimetry,3000,5,34
221,6.04939363208577,46.1559600668868,Gravimetry,3000,5,4
222,6.04941658370931,46.155060650511,Gravimetry,3000,5,1
223,6.04943953457992,46.1541612341824,Gravimetry,3000,5,-2
224,6.0506649416231,46.1568754263585,Gravimetry,3000,5,11
225,6.05068787264202,46.1559760096752,Gravimetry,3000,5,29
226,6.05071080290866,46.1550765930388,Gravimetry,3000,5,-4
227,6.05073373242307,46.1541771764494,Gravimetry,3000,5,-13
228,6.05195920428927,46.156891354561,Gravimetry,3000,5,19
229,6.05198211395055,46.1559919376171,Gravimetry,3000,5,27
230,6.05200502286025,46.1550925207202,Seismic 2D,500,20,22
231,6.05202793101842,46.1541931038702,Seismic 2D,500,20,53
232,6.05325346770706,46.1569072679165,Gravimetry,3000,5,-10
233,6.05327635601065,46.1560078507124,Gravimetry,3000,5,32
234,6.05329924356337,46.1551084335551,Seismic 2D,500,20,33
235,6.05332213036525,46.1542090164449,Seismic 2D,500,20,19
236,6.04946248469764,46.153261817901,Gravimetry,3000,5,34
237,6.05075666118529,46.1532777599073,Seismic 2D,500,20,48
238,6.05077958919535,46.1523783434126,Seismic 2D,500,20,17
239,6.05205083842509,46.1532936870676,Gravimetry,3000,5,34
240,6.05207374508031,46.1523942703124,Seismic 2D,500,20,29
241,6.05334501641634,46.153309599382,Gravimetry,3000,5,3
242,6.05336790171667,46.1524101823666,Gravimetry,3000,5,44
243,6.05080251645331,46.1514789269657,Seismic 2D,500,20,35
244,6.05080246056844,46.1505933948881,Seismic 2D,500,20,2
245,6.05054164399346,46.1497817644998,Seismic 2D,500,20,14
246,6.05203515895835,46.1515518166297,Seismic 2D,500,20,33
247,6.05164510021876,46.1508449114178,Seismic 2D,500,20,54
248,6.05339440987993,46.1516406181983,Gravimetry,3000,5,17
249,6.05189047079553,46.1595896056713,Gravimetry,3000,5,26
250,6.0519133827118,46.1586901885883,Gravimetry,3000,5,-9
251,6.05193629387637,46.1577907715514,Gravimetry,3000,5,36
252,6.05318479829058,46.1596055198078,Gravimetry,3000,5,42
253,6.05320768884707,46.1587061024645,Gravimetry,3000,5,19
254,6.05323057865254,46.1578066851673,Gravimetry,3000,5,6
255,6.05447912653668,46.1596214190967,Gravimetry,3000,5,15
256,6.05450199573333,46.1587220014933,Gravimetry,3000,5,9
257,6.05452486417968,46.157822583936,Gravimetry,3000,5,-9
258,6.05454773187577,46.1569231664252,Seismic 2D,500,20,57
259,6.05577345553312,46.1596373035379,Gravimetry,3000,5,3
260,6.05579630336991,46.1587378856746,Gravimetry,3000,5,22
261,6.05581915045709,46.1578384678576,Gravimetry,3000,5,11
262,6.05584199679471,46.1569390500869,Gravimetry,3000,1,29
263,6.05457059882164,46.156023748961,Seismic 2D,500,20,14
264,6.05459346501733,46.1551243315437,Gravimetry,3000,5,25
265,6.05461633046288,46.1542249141735,Gravimetry,3000,5,23
266,6.0558648423828,46.1560396323629,Gravimetry,3000,1,9
267,6.05588768722142,46.1551402146859,Gravimetry,3000,5,-15
268,6.0559105313106,46.1542407970558,Gravimetry,3000,5,24
269,6.05706778527921,46.1596531731315,Gravimetry,3000,5,-15
270,6.05709061175609,46.1587537550086,Seismic 2D,500,20,7
271,6.05711343748406,46.157854336932,Gravimetry,3000,5,22
272,6.05713626246316,46.1569549189018,Seismic 2D,500,20,26
273,6.06349400364017,46.1615311373563,Gravimetry,3000,5,-5
274,6.06351672480778,46.1606317178473,Gravimetry,3000,1,13
275,6.06478838059189,46.1615469183799,Gravimetry,3000,5,16
276,6.06481108039793,46.1606474986128,Seismic 2D,500,20,25
277,6.06608275828844,46.1615626845553,Seismic 2D,500,20,23
278,6.06610543673288,46.1606632645302,Gravimetry,3000,5,-15
279,6.06472027670457,46.1642451779542,Gravimetry,3000,5,-1
280,6.06474297874525,46.1633457580508,Seismic 2D,1000,15,48
281,6.06476568004101,46.1624463381927,Seismic 2D,1000,15,46
282,6.06601471849015,46.1642609449033,Gravimetry,3000,5,23
283,6.06603739916712,46.1633615247421,Seismic 2D,1000,15,7
284,6.06606007909987,46.162462104626,Gravimetry,3000,5,-14
285,6.06730916101999,46.1642766970035,Gravimetry,3000,5,10
286,6.06733182033321,46.1633772765846,Gravimetry,3000,5,32
287,6.0673544789029,46.1624778562108,Gravimetry,3000,5,-7
288,6.06737713672912,46.1615784358824,Seismic 2D,500,20,22
289,6.06860360429339,46.1642924342547,Seismic 2D,2000,20,37
290,6.06862624224281,46.1633930135783,Gravimetry,3000,5,34
291,6.06864887944941,46.1624935929471,Gravimetry,3000,5,-6
292,6.06867151591324,46.1615941723612,Gravimetry,3000,5,19
293,6.06739979381191,46.1606790155996,Gravimetry,3000,5,19
294,6.06742245015131,46.1597795953627,Gravimetry,3000,5,20
295,6.06744510574735,46.1588801751718,Gravimetry,3000,5,31
296,6.06869415163433,46.160694751821,Gravimetry,3000,5,33
297,6.06871678661274,46.1597953313267,Seismic 2D,1000,15,5
298,6.06873942084849,46.1588959108784,Gravimetry,3000,5,12
299,6.06989804830965,46.1643081566568,Seismic 2D,2000,20,55
300,6.06992066489523,46.1634087357232,Gravimetry,3000,5,-10
301,6.0699432807387,46.1625093148348,Gravimetry,3000,5,10
302,6.06996589584009,46.1616098939917,Gravimetry,3000,5,35
303,6.07119249306806,46.1643238642099,Gravimetry,3000,5,15
304,6.07121508828977,46.1634244430192,Gravimetry,3000,5,19
305,6.07123768277006,46.1625250218739,Seismic 2D,2000,20,35
306,6.07126027650897,46.161625600774,Seismic 2D,2000,20,58
307,6.07248693856794,46.1643395569139,Wells,250,40,54
308,6.07250951242573,46.1634401354666,Seismic 2D,500,20,15
309,6.07253208554279,46.1625407140645,Seismic 2D,500,20,12
310,6.07255465791919,46.1616412927078,Gravimetry,3000,5,44
311,6.07114730040024,46.1661227067257,Seismic 2D,1000,15,38
312,6.0711698971049,46.1652232854454,Gravimetry,3000,5,-8
313,6.07244178863005,46.1661383999433,Gravimetry,3000,5,13
314,6.0724643639694,46.1652389784062,Gravimetry,3000,5,24
315,6.07373627760071,46.1661540783112,Gravimetry,3000,5,34
316,6.07375883157469,46.1652546565176,Gravimetry,3000,5,5
317,6.07378138480857,46.1643552347688,Seismic 2D,500,20,35
318,6.0738039373024,46.163455813065,Gravimetry,3000,5,29
319,6.07503076731151,46.1661697418295,Gravimetry,3000,5,-3
320,6.07505329992009,46.1652703197797,Gravimetry,3000,5,18
321,6.07507583178926,46.1643708977747,Seismic 2D,500,20,4
322,6.07509836291908,46.1634714758147,Gravimetry,3000,1,-5
323,6.0738264890562,46.1625563914064,Gravimetry,3000,5,38
324,6.07384904007003,46.1616569697933,Gravimetry,3000,5,16
325,6.07512089330958,46.1625720538998,Gravimetry,3000,1,16
326,6.07514342296081,46.1616726320305,Gravimetry,3000,5,44
327,6.07632525776175,46.1661853904983,Gravimetry,3000,5,8
328,6.07634776900488,46.1652859681924,Gravimetry,3000,5,-4
329,6.07637027950931,46.1643865459314,Seismic 2D,500,20,32
330,6.07639278927509,46.1634871237154,Seismic 2D,500,20,12
331,6.07761974895073,46.1662010243174,Gravimetry,3000,5,-12
332,6.07764223882838,46.1653016017558,Seismic 2D,500,20,13
333,6.07766472796802,46.164402179239,Gravimetry,3000,5,24
334,6.0776872163697,46.1635027567672,Gravimetry,3000,5,16
335,6.07891424087776,46.1662166432869,Seismic 2D,500,20,35
336,6.07893670938987,46.1653172204698,Seismic 2D,500,20,15
337,6.07895917716468,46.1644177976974,Gravimetry,3000,5,21
338,6.07898164420224,46.1635183749701,Gravimetry,3000,5,4
339,6.07755227488939,46.1688992922687,Gravimetry,3000,5,21
340,6.07757476698128,46.1679998695741,Gravimetry,3000,1,-18
341,6.07759725833505,46.1671004469236,Gravimetry,3000,5,34
342,6.07884683091721,46.1689149120049,Seismic 2D,1000,15,12
343,6.07886930164147,46.1680154890547,Gravimetry,3000,1,-7
344,6.0788917716283,46.1671160661486,Gravimetry,3000,1,25
345,6.08014138768249,46.1689305168907,Gravimetry,3000,5,36
346,6.08016383703908,46.1680310936852,Gravimetry,3000,1,16
347,6.08018628565894,46.1671316705238,Seismic 2D,500,20,45
348,6.08020873354212,46.1662322474068,Seismic 2D,500,20,40
349,6.08143594518454,46.1689461069261,Gravimetry,3000,5,43
350,6.08145837317341,46.1680466834655,Gravimetry,3000,5,21
351,6.08148080042626,46.167147260049,Seismic 2D,500,20,15
352,6.08150322694313,46.166247836677,Gravimetry,3000,5,36
353,6.08023118068866,46.1653328243344,Gravimetry,3000,5,7
354,6.0802536270986,46.1644334013068,Gravimetry,3000,5,37
355,6.08027607277199,46.1635339783242,Gravimetry,3000,5,2
356,6.08152565272405,46.1653484133495,Gravimetry,3000,5,-8
357,6.08154807776908,46.1644489900669,Gravimetry,3000,5,11
358,6.08157050207825,46.1635495668293,Gravimetry,3000,5,3
359,6.08273050342265,46.168961682111,Gravimetry,3000,5,42
360,6.08275291004377,46.1680622583956,Seismic 2D,500,20,7
361,6.08277531592956,46.1671628347243,Seismic 2D,500,20,15
362,6.08279772108007,46.1662634110975,Gravimetry,3000,5,11
363,6.08402506239613,46.1689772424456,Gravimetry,3000,5,2
364,6.08404744764945,46.1680778184756,Seismic 2D,500,20,14
365,6.08406983216814,46.1671783945497,Gravimetry,3000,5,-15
366,6.08409221595226,46.1662789706683,Gravimetry,3000,5,-8
367,6.08531962210428,46.1689927879297,Seismic 2D,2000,20,20
368,6.08534198598975,46.1680933637054,Gravimetry,3000,5,-4
369,6.08536434914131,46.1671939395252,Gravimetry,3000,5,18
370,6.08538671155898,46.1662945153894,Gravimetry,3000,5,30
371,5.98429816108532,46.1695344530055,Gravimetry,3000,1,-17
372,5.98432219311146,46.1686350492619,Gravimetry,3000,1,37
373,5.98434622434897,46.1677356455613,Seismic 2D,500,20,41
374,5.98437025479788,46.1668362419041,Seismic 2D,500,20,57
375,5.98559270490617,46.1695511424707,Gravimetry,3000,1,-16
376,5.98561671556639,46.1686517384541,Seismic 2D,500,20,36
377,5.98564072543868,46.1677523344805,Seismic 2D,500,20,51
378,5.98566473452307,46.1668529305502,Seismic 2D,500,20,42
379,5.98667884628892,46.1694533423898,Gravimetry,3000,1,35
380,5.98691123880925,46.1686684127968,Seismic 2D,500,20,27
381,5.98693522731627,46.1677690085505,Seismic 2D,500,20,36
382,5.98695921503611,46.1668696043474,Seismic 2D,500,20,42
383,5.98837523057581,46.1694532040442,Seismic 2D,500,20,43
384,5.98820576283934,46.1686850722902,Seismic 2D,500,20,11
385,5.98822972998106,46.1677856677713,Seismic 2D,500,20,32
386,5.98825369633629,46.1668862632957,Gravimetry,3000,1,28
387,5.98947634109377,46.1696011217684,Seismic 2D,500,20,3
388,5.98950028765597,46.1687017169341,Seismic 2D,500,20,15
389,5.98952423343234,46.1678023121429,Seismic 2D,500,20,23
390,5.98954817842291,46.166902907395,Seismic 2D,500,20,39
391,5.99077088806232,46.169617751835,Seismic 2D,500,20,29
392,5.99079481325843,46.1687183467286,Seismic 2D,500,20,3
393,5.9908187376694,46.1678189416653,Seismic 2D,500,20,22
394,5.99084266129528,46.1669195366454,Seismic 2D,500,20,0
395,5.99206543581605,46.1696343670518,Seismic 2D,500,20,21
396,5.99208933964602,46.1687349616736,Seismic 2D,500,20,55
397,5.99211324269155,46.1678355563385,Seismic 2D,500,20,42
398,5.99213714495269,46.1669361510468,Seismic 2D,500,20,37
399,5.99335998435426,46.1696509674189,Gravimetry,3000,1,-8
400,5.99338386681804,46.1687515617692,Seismic 2D,500,20,18
401,5.99340774849809,46.1678521561625,Seismic 2D,500,20,35
402,5.99343162939445,46.1669527505992,Seismic 2D,500,20,24
403,5.99465453367625,46.1696675529363,Gravimetry,3000,1,32
404,5.9946783947738,46.1687681470152,Gravimetry,3000,1,3
405,5.99470225508832,46.1678687411371,Seismic 2D,500,20,52
406,5.99472611461985,46.1669693353026,Seismic 2D,500,20,56
407,5.99594908378132,46.1696841236038,Seismic 2D,500,20,3
408,5.99597292351259,46.1687847174117,Seismic 2D,500,20,46
409,5.99599676246154,46.1678853112625,Gravimetry,3000,1,25
410,5.99602060062819,46.1669859051568,Gravimetry,3000,5,36
411,5.99724363466876,46.1697006794216,Seismic 2D,500,20,52
412,5.99726745303371,46.1688012729586,Seismic 2D,500,20,38
413,5.99729127061704,46.1679018665387,Gravimetry,3000,1,30
414,5.99731508741878,46.1670024601621,Gravimetry,3000,5,13
415,5.99717217488364,46.1723988990676,Gravimetry,3000,5,17
416,5.99719599559377,46.1714994924764,Gravimetry,3000,5,20
417,5.99721981552212,46.1706000859277,Gravimetry,3000,5,10
418,5.99846679065605,46.1724154408476,Gravimetry,3000,5,36
419,5.99849058999771,46.1715160339856,Gravimetry,3000,5,42
420,5.9985143885583,46.1706166271663,Gravimetry,3000,5,19
421,5.99853818633787,46.1697172203897,Seismic 2D,500,20,23
422,5.99976140720956,46.1724319677769,Gravimetry,3000,5,15
423,5.99978518518271,46.1715325606446,Gravimetry,3000,5,1
424,5.9998089623755,46.1706331535548,Seismic 2D,500,20,46
425,5.99983273878796,46.1697337465079,Seismic 2D,500,20,51
426,6.00105602454349,46.1724484798557,Gravimetry,3000,5,21
427,6.00107978114808,46.1715490724532,Gravimetry,3000,5,22
428,6.00110353697302,46.1706496650934,Seismic 2D,500,20,33
429,6.00112729201833,46.1697502577762,Seismic 2D,500,20,48
430,5.99856198333647,46.168817813656,Seismic 2D,500,20,6
431,5.99858577955413,46.1679184069655,Seismic 2D,500,20,31
432,5.99860957499091,46.1670190003183,Gravimetry,3000,5,-13
433,5.99985651442015,46.1688343395038,Gravimetry,3000,5,16
